School Year,ATS System Code,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Principal Name,Principal Title,Principal Email,Principal Phone Number,Fax Number,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,Superintendent,Superintendent Location Code,Superintendent Email,Community School Sup Name,Community School Sup Email,BFSC Location Code,BFSC Director Name,BFSC Director Title,BFSC Director Phone,BFSC Director Email,HighSchool Network Location Code,HighSchool Network Name,HighSchool Network Superintendent,HighSchool Network Superintendent Email,PROSE SCHOOL,X Coordinate,Y Coordinate,Latitude,Longitude
2015-16,08X335,X335,The Academy of the Arts,320800010335,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","04,05",01/01/38238,Open,X060,888 REV J A POLITE AVE,BRONX,NY,10459,Glorimer Lopez,PRINCIPAL,GLopez6@schools.nyc.gov,718-860-3401,718-860-4290,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1012371,238081,40.820108,-73.898399
2015-16,08X337,X337,The School for Inquiry and Social Justice,320800010337,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/38238,Open,X123,1025 MORRISON AVENUE,BRONX,NY,10472,A CYPRYS,PRINCIPAL,acyprys@schools.nyc.gov,718-860-4181,718-860-4163,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1019077,239868,40.824989,-73.874162
2015-16,08X348,X348,Schuylerville Preparatory High School,320800011348,DOE,General Academic,High school,"09,10,11,SE","09,10,11,12",01/01/41456,Open,X405,3000 EAST TREMONT AVENUE,BRONX,NY,10461,Roberto Ossorio,PRINCIPAL,ROssorio@schools.nyc.gov,718-904-5080,718-935-5089,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1028637,245271,40.839775,-73.839583
2015-16,08X349,X349,Bronx River High School,320800011349,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/41456,Open,X405,3000 EAST TREMONT AVENUE,BRONX,NY,10461,Gregory Fucheck,PRINCIPAL,GFUCHECK@schools.nyc.gov,718-904-4210,718-904-4209,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1028637,245271,40.839775,-73.839583
2015-16,08X366,X366,Urban Assembly Academy of Civic Engagement,320800010366,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39264,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465,KELLY VAN HOENE,Acting Principal,KVonHoene@schools.nyc.gov,718-822-0126,718-822-1049,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,Y,1034596,240553,40.826794,-73.818083
2015-16,08X367,X367,"Archimedes Academy for Math, Science and Technology Applications",320800011367,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/39264,Open,X174,456 WHITE PLAINS ROAD,BRONX,NY,10473,MIRIAM LAZAR,PRINCIPAL,MLazar@schools.nyc.gov,718-617-5046,718-617-7395,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1024090,236252,40.815043,-73.85607
2015-16,08X371,X371,Urban Institute of Mathematics,320800010371,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39264,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465,JENNIFER JOYNT,PRINCIPAL,JJoynt@schools.nyc.gov,718-823-6042,718-823-6347,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1034596,240553,40.826794,-73.818083
2015-16,08X375,X375,The Bronx Mathematics Preparatory School,320800010375,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39264,Open,X174,456 WHITE PLAINS ROAD,BRONX,NY,10473,Anya Munce,PRINCIPAL,AMunce@schools.nyc.gov,718-542-5063,718-542-5236,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1024090,236252,40.815043,-73.85607
2015-16,08X376,X376,Antonia Pantoja Preparatory Academy: A College Board School,320800011376,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/39264,Open,X450,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Nalini Singh,PRINCIPAL,NSingh4@schools.nyc.gov,718-824-3152,718-824-3543,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1024125,238502,40.821218,-73.85593
2015-16,08X377,X377,Bronx Community High School,320800011377,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",01/01/39264,Open,X450,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Flora Greenaway,PRINCIPAL,FGreena@schools.nyc.gov,718-892-1026,718-892-6941,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"MENDEZ, JUAN",HS08,JMendez2@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1024125,238502,40.821218,-73.85593
2015-16,08X392,X392,Bronx Delta School,320800010392,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",01/01/41821,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465,Maria Rogalle,PRINCIPAL,MRogalle@schools.nyc.gov,718-319-7147,718-319-2450,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1034596,240553,40.826794,-73.818083
2015-16,08X405,X405,Herbert H. Lehman High School,320800011405,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/26481,Open,X405,3000 EAST TREMONT AVENUE,BRONX,NY,10461,R LOBIANCO,PRINCIPAL,RLobian@schools.nyc.gov,718-904-4200,718-904-4235,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"HOROWITZ, AIMEE",HS09,AHorowi@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1028637,245271,40.839775,-73.839583
2015-16,08X424,X424,The Hunts Point School,320800010424,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39630,Open,X074,730 BRYANT AVENUE,BRONX,NY,10474,Sonya Johnson,PRINCIPAL,SJohnson4@schools.nyc.gov,718-328-1972,718-328-7330,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1016003,236526,40.815827,-73.885284
2015-16,08X432,X432,BRONX BRIDGES HIGH SCHOOL,320800011432,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/40360,Open,X450,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Nelsie Castillo,PRINCIPAL,NCastillo@schools.nyc.gov,718-829-2984,718-829-2987,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1024125,238502,40.821218,-73.85593
2015-16,08X448,X448,Soundview Academy for Culture and Scholarship,320800010448,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39995,Open,X131,885 BOLTON AVENUE,BRONX,NY,10473,WILLIAM FRACKELTON,PRINCIPAL,WFRACK@schools.nyc.gov,718-991-4027,718-991-4807,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1022998,239122,40.822925,-73.859998
2015-16,08X452,X452,Bronx Guild,320800011452,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/37073,Open,X450,1980 LAFAYETTE AVENUE,BRONX,NY,10473,S DECKER,PRINCIPAL,SDecker@schools.nyc.gov,718-597-1587,718-597-1371,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1024125,238502,40.821218,-73.85593
2015-16,08X467,X467,Mott Hall Community School,320800010467,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39995,Open,X192,650 HOLLYWOOD AVENUE,BRONX,NY,10465,BENJAMIN BASILE,PRINCIPAL,BBasile@schools.nyc.gov,718-829-3254,718-829-3859,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1034596,240553,40.826794,-73.818083
2015-16,08X519,X519,"Felisa Rincon de Gautier Institute for Law and Public Policy, The",320800011519,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38238,Open,X972,1440 STORY AVENUE,BRONX,NY,10473,GRISMALDY LABOY WILSON,PRINCIPAL,GLaboy@schools.nyc.gov,718-860-5110,718-860-5081,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1017135,238225,40.820486,-73.881187
2015-16,08X530,X530,Banana Kelly High School,320800011530,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/35549,Open,X039,965 LONGWOOD AVENUE,BRONX,NY,10459,Charlette Pope,PRINCIPAL,CPope2@schools.nyc.gov,718-860-1242,718-860-1934,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"HOROWITZ, AIMEE",HS09,AHorowi@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1012517,237219,40.817741,-73.897876
2015-16,08X537,X537,Bronx Arena High School,320800011537,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",01/01/40725,Open,X972,1440 STORY AVENUE,BRONX,NY,10473,Ty Cesene,PRINCIPAL,TCesene3@schools.nyc.gov,718-860-5056,718-860-5058,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"MENDEZ, JUAN",HS08,JMendez2@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1017135,238225,40.820486,-73.881187
2015-16,08X558,X558,Westchester Square Academy,320800011558,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/41091,Open,X405,3000 EAST TREMONT AVENUE,BRONX,NY,10461,Sara Dingledy,PRINCIPAL,SDingledy@schools.nyc.gov,718-904-5050,718-904-5055,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1028637,245271,40.839775,-73.839583
2015-16,08X559,X559,School for Tourism and Hospitality,320800011559,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",01/01/41091,Open,X650,900 TINTON AVENUE,BRONX,NY,10456,Brian Condon,PRINCIPAL,BCondon@schools.nyc.gov,718-401-4214,718-401-4219,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1011127,238668,40.821723,-73.902892
2015-16,08X561,X561,Bronx Compass High School,320800011561,DOE,General Academic,High school,"09,10,11,SE","09,10,11,12",01/01/41091,Open,X450,1980 LAFAYETTE AVENUE,BRONX,NY,10473,Stacy Mccoy,PRINCIPAL,SMccoy5@schools.nyc.gov,718-828-1206,718-828-3732,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,Y,1024125,238502,40.821218,-73.85593
2015-16,08X562,X562,Blueprint Middle School,320800010562,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/41091,Open,X125,1111 PUGSLEY AVENUE,BRONX,NY,10472,TYNEKA HARRINGTON,PRINCIPAL,tharrin@schools.nyc.gov,718-822-2780,718-822-2279,8,8,X808,COMMUNITY SCHOOL DISTRICT 08,"AMES, KAREN",X808,KAmes@schools.nyc.gov,"AMES, KAREN",KAmes@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1023580,241392,40.829153,-73.857882
2015-16,09X004,X004,P.S./M.S. 004 Crotona Park West,320900010004,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",01/10/0913,Open,X004,1701 FULTON AVENUE,BRONX,NY,10457,VINCENT RESTO,PRINCIPAL,VResto@schools.nyc.gov,718-583-6655,718-583-6668,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1012488,245969,40.841758,-73.897943
2015-16,09X011,X011,P.S. 011 Highbridge,320900010011,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04",01/29/3470,Open,X011,1257 OGDEN AVENUE,BRONX,NY,10452,JOAN KONG,PRINCIPAL,JKong@schools.nyc.gov,718-681-7553,718-681-7711,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1004756,245209,40.839693,-73.92589
2015-16,09X022,X022,J.H.S. 022 Jordan L. Mott,320900010022,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",01/01/18080,Open,X022,270 EAST 167 STREET,BRONX,NY,10456,Edgar Lin,PRINCIPAL,ELin@schools.nyc.gov,718-681-6850,718-681-6895,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1007952,242417,40.832022,-73.91435
2015-16,09X028,X028,P.S. 028 Mount Hope,320900010028,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/10/0913,Open,X028,1861 ANTHONY AVENUE,BRONX,NY,10457,Stephen Beckles,PRINCIPAL,SBeckle@schools.nyc.gov,718-583-6444,718-583-6537,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1010859,248367,40.848344,-73.903821
2015-16,09X035,X035,P.S. 035 Franz Siegel,320900010035,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",12/25/1277,Open,X035,261 EAST 163 STREET,BRONX,NY,10451,GRACIELA NAVARRO,PRINCIPAL,GNavarr@schools.nyc.gov,718-681-7214,718-681-7264,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1007025,240954,40.828009,-73.917705
2015-16,09X227,X227,Bronx Collegiate Academy,320900011227,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38238,Open,X410,240 EAST 172 STREET,BRONX,NY,10457,D White,PRINCIPAL,DWhite17@schools.nyc.gov,718-410-4077,718-340-3659,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1008775,245072,40.839307,-73.911366
2015-16,09X229,X229,I.S. 229 Roland Patterson,320900010229,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","05,06,07,08",01/01/28307,Open,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,EZRA MATTHIAS,PRINCIPAL,EMatthi@schools.nyc.gov,718-583-6266,718-583-6325,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1005976,249889,40.8524,-73.9216
2015-16,09X230,X230,P.S. 230 Dr Roland N. Patterson,320900010230,DOE,General Academic,Elementary,"03,04,05,SE","0K,01,02,03,04",01/01/33742,Open,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,ROWENA PENN,PRINCIPAL,RPenn@schools.nyc.gov,718-583-6116,718-583-6222,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1005976,249889,40.8524,-73.9216
2015-16,09X231,X231,Eagle Academy for Young Men,320900011231,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","09,10,11,12",01/01/38238,Open,X465,4143 THIRD AVENUE,BRONX,NY,10457,JONATHAN FOY,PRINCIPAL,JFoy2@schools.nyc.gov,718-466-8000,718-466-8090,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1012615,247284,40.845366,-73.897479
2015-16,09X232,X232,I.S. 232,320900010232,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/36708,Open,X082,1700 MACOMBS ROAD,BRONX,NY,10453,NEIFI ACOSTA,PRINCIPAL,NAcosta@schools.nyc.gov,718-583-7007,718-583-4864,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1007706,248754,40.849416,-73.915217
2015-16,09X236,X236,P.S. 236 Langston Hughes,320900010236,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/26115,Open,X173,1871 WALTON AVENUE,BRONX,NY,10453,BEVERLY ELLIS,PRINCIPAL,BEllis@schools.nyc.gov,718-299-6128,718-299-6503,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1009167,248570,40.848907,-73.909936
2015-16,09X241,X241,"Urban Assembly School for Applied Math and Science, The",320900011241,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,X970,1595 BATHGATE AVENUE,BRONX,NY,10457,David Krulwich,I.A. PRINCIPAL,DKrulwi@schools.nyc.gov,718-466-7800,718-466-7801,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"WALSH, FRED",HS03,FWalsh@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1011429,245148,40.839508,-73.901774
2015-16,09X250,X250,Eximius College Preparatory Academy: A College Board School,320900011250,DOE,General Academic,Secondary School,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X002,1363 FULTON AVENUE,BRONX,NY,10456,Jonathan Daly,PRINCIPAL,JDaly7@schools.nyc.gov,718-992-7154,718-590-1081,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1011149,243099,40.833884,-73.902794
2015-16,09X252,X252,Mott Hall Bronx High School,320900011252,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X970,1595 BATHGATE AVENUE,BRONX,NY,10457,Kathryn Malloy,PRINCIPAL,KMalloy@schools.nyc.gov,718-466-6800,718-466-6801,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"MENDEZ, JUAN",HS08,JMendez2@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,N,1011429,245148,40.839508,-73.901774
2015-16,09X260,X260,Bronx Center for Science and Mathematics,320900011260,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X002,1363 FULTON AVENUE,BRONX,NY,10456,EDWARD TOM,PRINCIPAL,ETom2@schools.nyc.gov,718-992-7089,718-590-1052,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"MENDEZ, JUAN",HS08,JMendez2@schools.nyc.gov,,,AFSA,"ANORMALIZA, ALEXANDRA",BFSC Director,718-935-5618,AAnorma@schools.nyc.gov,,,,,Y,1011149,243099,40.833884,-73.902794
2015-16,09X263,X263,Validus Preparatory Academy: An Expeditionary Learning School,320900011263,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X970,1595 BATHGATE AVENUE,BRONX,NY,10457,Christophe Hibbert,I.A. PRINCIPAL,CHibber@schools.nyc.gov,718-466-4000,718-466-4001,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1011429,245148,40.839508,-73.901774
2015-16,09X274,X274,The New American Academy at Roberto Clemente State Park,320900010274,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,03,04,05",01/01/41456,Open,X229,275 HARLEM RIVER PARK BRIDGE,BRONX,NY,10453,Pepe Gutierrez,I.A. PRINCIPAL,PGutierrez@schools.nyc.gov,718-901-9703,718-901-9709,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,Y,1005976,249889,40.8524,-73.9216
2015-16,09X276,X276,Leadership Institute,320900011276,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X004,1701 FULTON AVENUE,BRONX,NY,10457,MARTA COLON,PRINCIPAL,MColon13@schools.nyc.gov,718-299-7490,,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"STAPLE, CARRON",HS02,cstaple@schools.nyc.gov,,,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1012488,245969,40.841758,-73.897943
2015-16,09X294,X294,The Walton Avenue School,320900010294,DOE,General Academic,Elementary,"0K,01,02,03,04,SE","0K,01,02,03,04,05",01/01/41456,Open,X064,1425 WALTON AVENUE,BRONX,NY,10452,Daniel Russo,I.A. PRINCIPAL,DRusso10@schools.nyc.gov,718-293-5970,718-293-2091,9,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",X809,LRosario2@schools.nyc.gov,"RODRIGUEZ-ROSARIO, LETICIA",LRosario2@schools.nyc.gov,XFSC,"RUIZ, JOSE",BFSC Director,718-828-7776,JRUIZ2@schools.nyc.gov,,,,,N,1007526,245469,40.8404,-73.915879
